Name,Type,State,City,Zip,Region,isPublic,Institution_Control,Photo,Rank,ACT_Average,Aid,Acceptance Rate,Tuition,GPA_Average,Engineering Reputation Score,Parent_Rank,Enrollment,Business Reputation Score,SAT,Cost After Aid,SAT_Range,ACT_Range,Blurb
Arizona State University,national-universities,AZ,Tempe,85287,N/A,True,public,https://www.usnews.com/dims4/USNEWS/f68a2e5/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fd0%2Ff2a8c0a903b07fc0670e8ae1dd4a74%2Fcollege-photo_30360.jpg,121,20,30,90,33139,3.5,3.5,N/A,65174,3.7,1140,49074.0,1140-1380,20-28,"Arizona State University is a public institution that was founded in 1885. It has a total undergraduate enrollment of 65,174 (fall 2023), its setting is urban, and the campus size is 2,030 acres. It utilizes a semester-based academic calendar. Arizona State University's ranking in the 2025 edition of Best Colleges is National Universities, #121. Its in-state tuition and fees are $12,223; out-of-state tuition and fees are $33,139."
Arkansas Baptist College,regional-colleges-south,AR,Little Rock,72202,south,True,private,N/A,-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,497,N/A,N/A,N/A,N/A,N/A,"Arkansas Baptist College is a private institution that was founded in 1884. It has a total undergraduate enrollment of 497 (fall 2022), and the campus size is 20 acres.   "
Arkansas State University,national-universities,AR,State University,72467,N/A,True,public,N/A,342,19,N/A,70,N/A,3.6,2.4,N/A,8760,2.4,1030,N/A,1030-1180,19-25,"Arkansas State University is a public institution that was founded in 1909. It has a total undergraduate enrollment of 8,760 (fall 2023), its setting is city, and the campus size is 1,023 acres. It utilizes a semester-based academic calendar. Arkansas State University's ranking in the 2025 edition of Best Colleges is National Universities, #342. "
Arkansas Tech University,regional-universities-south,AR,Russellville,72801,south,True,public,https://www.usnews.com/dims4/USNEWS/b60211f/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F3f%2Ffa369b88d171f3fabf4f6e75959ebd%2Fcollege-photo_27071.jpg,65,17,N/A,96,17466,3.4,2.3,N/A,8808,< 2.0,940,N/A,940-1150,17-24,"Arkansas Tech University is a public institution that was founded in 1909. It has a total undergraduate enrollment of 8,808 (fall 2023), and the campus size is 639 acres.  Arkansas Tech University's ranking in the 2025 edition of Best Colleges is Regional Universities South, #65. Its in-state tuition and fees are $9,972; out-of-state tuition and fees are $17,466."
Art Academy of Cincinnati,specialty-arts,OH,Cincinnati,45202,N/A,True,private,https://www.usnews.com/dims4/USNEWS/5f26299/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fbc%2F1751c91383e7c2e057b9ed4b3e0037%2Fcollege-photo_26869.jpg,-2,N/A,N/A,100,N/A,N/A,N/A,N/A,259,N/A,N/A,N/A,N/A,N/A,Art Academy of Cincinnati is a private institution that was founded in 1869.    
ArtCenter College of Design,regional-universities-west,CA,Pasadena,91103,west,True,private,N/A,29,N/A,N/A,75,N/A,N/A,N/A,N/A,2079,N/A,N/A,N/A,N/A,N/A,"ArtCenter College of Design is a private institution that was founded in 1930.  It utilizes a semester-based academic calendar. ArtCenter College of Design's ranking in the 2025 edition of Best Colleges is Regional Universities West, #29. "
Art Institute of Atlanta,regional-colleges-south,GA,Atlanta,30328,south,True,proprietary,N/A,-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,457,N/A,N/A,N/A,N/A,N/A,"Art Institute of Atlanta is a for-profit institution.   Art Institute of Atlanta's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #88-97. "
Asbury University,regional-universities-south,KY,Wilmore,40390,south,True,private,https://www.usnews.com/dims4/USNEWS/c4ffe32/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F59%2Fd4384a7b92a69185c95d351b1f63d6%2Fcollege-photo_12926.jpg,31,21,70,93,33640,3.8,N/A,N/A,1638,N/A,1050,25754.0,1050-1310,21-27,"Asbury University is a private institution that was founded in 1890. It has a total undergraduate enrollment of 1,638 (fall 2023), its setting is suburban, and the campus size is 65 acres. It utilizes a semester-based academic calendar. Asbury University's ranking in the 2025 edition of Best Colleges is Regional Universities South, #31. Its tuition and fees are $33,640."
Ashland University,regional-universities-midwest,OH,Ashland,44805,midwest,True,private,https://www.usnews.com/dims4/USNEWS/e17e419/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F81%2F5ee999ab2b64f7346f1e2b96d058d5%2Fcollege-photo_23917.jpg,37,20,75,81,31210,3.6,N/A,N/A,5180,N/A,1040,28961.0,1040-1280,20-26,"Ashland University is a private institution that was founded in 1878. It has a total undergraduate enrollment of 5,180 (fall 2023), its setting is suburban, and the campus size is 150 acres. It utilizes a semester-based academic calendar. Ashland University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #37. Its tuition and fees are $31,210."
Aspen University,health,AZ,Phoenix,N/A,N/A,True,proprietary,N/A,-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4086,N/A,N/A,N/A,N/A,N/A,Aspen University is a for-profit institution.    
Assumption University,regional-universities-north,MA,Worcester,01609,north,True,private,https://www.usnews.com/dims4/USNEWS/82e223a/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F52%2F13fdddbef3545618ee89f6f4e65c59%2F50813604113_98420466ef_o_%281%29.jpg,57,N/A,74,87,51390,3.6,N/A,N/A,1686,N/A,N/A,35085.0,N/A,N/A,"Assumption University is a private institution that was founded in 1904. It has a total undergraduate enrollment of 1,686 (fall 2023), its setting is city, and the campus size is 185 acres. It utilizes a semester-based academic calendar. Assumption University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #57. Its tuition and fees are $51,390."
Atenas University Dr. María Luisa Hernández,health,PR,Manati,N/A,N/A,True,private,N/A,-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,505,N/A,N/A,N/A,N/A,N/A,Atenas University Dr. María Luisa Hernández is a private institution.    
Atlanta Metropolitan State College,regional-colleges-south,GA,Atlanta,30310,south,True,public,N/A,-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1435,N/A,N/A,N/A,N/A,N/A,"Atlanta Metropolitan State College is a public institution that was founded in 1974. It has a total undergraduate enrollment of 1,435 (fall 2022), and the campus size is 79 acres.   "
Auburn University,national-universities,AL,Auburn,36849,N/A,True,public,https://www.usnews.com/dims4/USNEWS/aa1f71a/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fe1%2Fc3e58114b9e270ac11d07a72b8bb7f%2Fcollege-photo_28846.jpg,105,25,16,50,34922,N/A,3.1,N/A,26874,3.3,1240,45867.0,1240-1380,25-31,"Auburn University is a public institution that was founded in 1856. It has a total undergraduate enrollment of 26,874 (fall 2023), and the campus size is 1,875 acres. It utilizes a semester-based academic calendar. Auburn University's ranking in the 2025 edition of Best Colleges is National Universities, #105. Its in-state tuition and fees are $12,890; out-of-state tuition and fees are $34,922."
Auburn University at Montgomery,regional-universities-south,AL,Montgomery,36124,south,True,public,https://www.usnews.com/dims4/USNEWS/3e828b3/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F8e%2Fd0%2F8d273d884753ae341fc5a00289b9%2Faum-hero-1920x760.png,65,18,8,93,25960,3.4,N/A,N/A,3408,2.3,1000,37210.0,1000-1210,18-24,"Auburn University at Montgomery is a public institution that was founded in 1967. It has a total undergraduate enrollment of 3,408 (fall 2023), and the campus size is 500 acres.  Auburn University at Montgomery's ranking in the 2025 edition of Best Colleges is Regional Universities South, #65. Its in-state tuition and fees are $12,100; out-of-state tuition and fees are $25,960."
Augsburg University,regional-universities-midwest,MN,Minneapolis,55454,midwest,True,private,https://www.usnews.com/dims4/USNEWS/51f0d27/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F36%2Fb71c2b4403f67d5007e529306c13a6%2Fcollege-photo_37288.jpg,24,N/A,N/A,77,N/A,3.2,N/A,N/A,2445,N/A,N/A,N/A,N/A,N/A,"Augsburg University is a private institution that was founded in 1869. It has a total undergraduate enrollment of 2,445 (fall 2023), and the campus size is 24 acres. It utilizes a semester-based academic calendar. Augsburg University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #24. "
Augustana College,national-liberal-arts-colleges,IL,Rock Island,61201,N/A,True,private,https://www.usnews.com/dims4/USNEWS/74421c5/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F67%2F1406073d0899bbb658d8fab8d6014e%2FCampusQuad_Aerial.jpg,100,21,66,68,51598,3.5,N/A,N/A,2446,N/A,1010,32013.0,1010-1250,21-28,"Augustana College is a private institution that was founded in 1860. It has a total undergraduate enrollment of 2,446 (fall 2023), and the campus size is 115 acres. It utilizes a semester-based academic calendar. Augustana College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #100. Its tuition and fees are $51,598."
Augustana University,regional-universities-midwest,SD,Sioux Falls,57197,midwest,True,private,https://www.usnews.com/dims4/USNEWS/ca5e355/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F40%2F2ebe8380bf7b89a29309335bcd0352%2Fcollege-photo_28637.jpg,13,21,57,59,40160,3.7,N/A,N/A,1871,N/A,1075,25017.0,1075-1290,21-27,"Augustana University is a private institution that was founded in 1860. It has a total undergraduate enrollment of 1,871 (fall 2023), its setting is urban, and the campus size is 100 acres. It utilizes a 4-1-4-based academic calendar. Augustana University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #13. Its tuition and fees are $40,160."
Augusta University,national-universities,GA,Augusta,30912,N/A,True,public,N/A,296,19,N/A,86,22270,N/A,N/A,N/A,5378,< 2.0,1020,N/A,1020-1210,19-26,"Augusta University is a public institution that was founded in 1828. It has a total undergraduate enrollment of 5,378 (fall 2022), and the campus size is 670 acres.  Augusta University's ranking in the 2025 edition of Best Colleges is National Universities, #296. Its in-state tuition and fees are $6,892; out-of-state tuition and fees are $22,270."
Aultman College of Nursing and Health Sciences,health,OH,Canton,N/A,N/A,True,private,N/A,-2,N/A,N/A,55,N/A,N/A,N/A,N/A,250,N/A,N/A,N/A,N/A,N/A,Aultman College of Nursing and Health Sciences is a private institution.    
Aurora University,national-universities,IL,Aurora,60506,N/A,True,private,N/A,273,19,N/A,82,N/A,N/A,N/A,N/A,4048,N/A,980,N/A,980-1198,19-25,"Aurora University is a private institution.   Aurora University's ranking in the 2025 edition of Best Colleges is National Universities, #273. "
Austin College,national-liberal-arts-colleges,TX,Sherman,75090,N/A,True,private,https://www.usnews.com/dims4/USNEWS/5d14a91/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Ff5%2F90c0369b22885feb2be1f917c6b12d%2Fcollege-photo_33906.jpg,83,24,67,47,48655,3.6,N/A,N/A,1130,N/A,1100,26114.0,1100-1288,24-31,"Austin College is a private institution that was founded in 1849. It has a total undergraduate enrollment of 1,130 (fall 2023), its setting is city, and the campus size is 70 acres. It utilizes a 4-1-4-based academic calendar. Austin College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #83. Its tuition and fees are $48,655."
Austin Community College District,regional-colleges-west,TX,N/A,N/A,west,True,public,N/A,-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34527,N/A,N/A,N/A,N/A,N/A,Austin Community College District is a public institution.    
Austin Peay State University,regional-universities-south,TN,Clarksville,37044,south,True,public,https://www.usnews.com/dims4/USNEWS/06b6118/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fe1%2F65fdee586b4b6ab501e500f87fd4d6%2Fcollege-photo_1777.jpg,31,18,N/A,96,14567,3.3,2.3,N/A,8587,N/A,983,N/A,983-1170,18-24,"Austin Peay State University is a public institution that was founded in 1927. It has a total undergraduate enrollment of 8,587 (fall 2023), and the campus size is 196 acres. It utilizes a semester-based academic calendar. Austin Peay State University's ranking in the 2025 edition of Best Colleges is Regional Universities South, #31. Its in-state tuition and fees are $9,023; out-of-state tuition and fees are $14,567."
Ave Maria University,national-liberal-arts-colleges,FL,Ave Maria,34142,N/A,True,private,https://www.usnews.com/dims4/USNEWS/3f3009f/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fc4%2F5c71d45f54b959c8ae94aa7eb98680%2FAMU-_COVER_PHOTO.jpg,178,N/A,N/A,43,30198,N/A,N/A,N/A,1300,N/A,N/A,N/A,N/A,N/A,"Ave Maria University is a private institution that was founded in 2003. It has a total undergraduate enrollment of 1,300 (fall 2023), its setting is suburban, and the campus size is 113 acres. It utilizes a semester-based academic calendar. Ave Maria University's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #178. Its tuition and fees are $30,198."
Averett University,regional-universities-south,VA,Danville,24541,south,True,private,https://www.usnews.com/dims4/USNEWS/a767ebc/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fa7%2F69%2F27a27c01492ca80a6e2c99bfc83b%2Fusnews-hero-image-1920x760.jpg,62,16,74,48,38550,3.1,N/A,N/A,1192,N/A,960,29863.0,960-1191,16-23,"Averett University is a private institution that was founded in 1859. It has a total undergraduate enrollment of 1,192 (fall 2023), its setting is city, and the campus size is 187 acres. It utilizes a semester-based academic calendar. Averett University's ranking in the 2025 edition of Best Colleges is Regional Universities South, #62. Its tuition and fees are $38,550."
Avila University,regional-universities-midwest,MO,Kansas City,64145,midwest,True,private,N/A,117,18,N/A,68,N/A,N/A,N/A,N/A,978,N/A,N/A,N/A,N/A,18-23,"Avila University is a private institution.   Avila University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #117. "
Azusa Pacific University,national-universities,CA,Azusa,91702,N/A,True,private,https://www.usnews.com/dims4/USNEWS/b101b5e/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F20%2F75%2F128c9c6c4b7f8be9c6c84cd7d10c%2F43171114052-2cf8350dfb-o-2.jpg,266,18,N/A,80,43030,N/A,2.3,N/A,2996,N/A,994,N/A,994-1314,18-26,"Azusa Pacific University is a private institution that was founded in 1899. It has a total undergraduate enrollment of 2,996 (fall 2023), its setting is suburban, and the campus size is 103 acres. It utilizes a semester-based academic calendar. Azusa Pacific University's ranking in the 2025 edition of Best Colleges is National Universities, #266. Its tuition and fees are $43,030."
Babson College,specialty-business,MA,Babson Park,02457,N/A,True,private,https://www.usnews.com/dims4/USNEWS/1bab256/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F9e%2F6e%2F2f810e964ee08ec514ff692804ab%2Fbabson-ugrad-hero-image-1920x760.jpg,-2,N/A,N/A,20,57152,N/A,N/A,N/A,2752,3.6,N/A,N/A,N/A,N/A,"Babson College is a private institution that was founded in 1919. It has a total undergraduate enrollment of 2,752 (fall 2023), its setting is suburban, and the campus size is 370 acres. It utilizes a semester-based academic calendar.  Its tuition and fees are $57,152."
Bacone College,regional-colleges-west,OK,Muskogee,74403,west,True,private,N/A,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,299,N/A,N/A,N/A,N/A,N/A,"Bacone College is a private institution. It has a total undergraduate enrollment of 299 (fall 2022), and the campus size is 160 acres.  Bacone College's ranking in the 2025 edition of Best Colleges is Regional Colleges West, #24. "
Baker College,regional-universities-midwest,MI,Owosso,48867,midwest,True,private,https://www.usnews.com/dims4/USNEWS/ff7470f/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Ffa%2Fe5%2Ff0bb8d8a42c8bd107866e4aee085%2Fmain-photo-hero-image.png,-1,N/A,N/A,37,N/A,N/A,< 2.0,N/A,3778,N/A,N/A,N/A,N/A,N/A,"Baker College is a private institution that was founded in 1911.   Baker College's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #149-164. "
